id,ma_khach_hang,noi_dung_binh_luan,noi_dung_binh_luan_stopword,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,sentiment_label,positive_score,negative_score,sentiment,lenght,day_of_week,time_group,day_group
18229,75,tẩy trang bio thì khỏi chê rồi đỉnh nhất trong các dòng mình từng dùng chân ái đời mình,tẩy bio chê đỉnh dòng chân_ái đời,2021-09-13,8:19,5,100230056,positive,1,1,positive,33,Monday,3,1
18230,4200,"Sản phẩm chất xài thấm nhanh, kiềm dầu tốt, thu nhỏ lỗ chân lông ổn, lúc bôi có tạo bọt nhẹ",chất thấm kiềm dầu tốt lỗ_chân_lông ổn bôi bọt nhẹ,2023-12-19,14:26,5,422214342,positive,2,0,positive,50,Tuesday,2,3
18232,344,dạ mua ở onl mới giảm hay đến shop mua vẫn giá đó ạ,online shop giá,2019-12-20,20:09,3,422211447,neutral,0,0,neutral,15,Friday,2,2
18233,1425,"Da mình da ít dầu ít mụn dùng bé này khá ok nha. Rửa vô mịn da cực, ko gây khô. Mà hình như bé nó còn làm sáng da hay sao ý :)) nói chung cực đãaa",dầu mụn bé ổn_rửa mịn cực không_gây khô hình_như bé cực,2021-04-11,1:25,5,422217029,positive,2,0,positive,55,Sunday,3,3
18234,1464,"Nói chung srm hãng này gọi là rẻ siêu bèo, dùng thì da căng bóng lắm 3 ngày sau thì mn biết sao không? . Do độ PH cao quá đó nên da thiếu nước trầm trọng mới nổi mụn quá trời luôn . Thoy beyyy",hãng gọi_là rẻ_siêu_bèo căng bóng không_độ trầm_trọng nổi mụn,2022-03-22,1:03,1,204900128,negative,1,1,negative,61,Tuesday,3,3
18235,212,"mua chai 400ml về mà k xài được, vì nhờn rít cảm giác như bôi lớp dầu lên mặt vậy, mình k trang điểm, chỉ tây trang với kem chống nắng thôi, da mình da thường nên chắc k hợp loại này.",không_sử_dụng không_tấc_dụng rít_cảm_giác bôi lớp dầu lên_mặt không_điểm tây chống nắng không_hợp_loại,2022-03-23,16:18,3,205100146,neutral,0,2,neutral,102,Wednesday,2,2
18236,58,"Thấm nhanh,cấp ẩm tốt, da nhạy cảm nên mua.",thấm ẩm tốt nhạy_cảm,2022-05-12,7:54,5,318900011,positive,1,0,positive,20,Thursday,3,3
18237,3489,"Mình rất ưng em này , vì em này lấy đi da chết thật chứ không phải tạo gôm giả . Mình đã thử bằng cách dùng liên tục 2 lần trong 1 lần tẩy da chết , lần đầu tiên thì chất gôm ra rất nhiều nhưng sau đó rửa mặt sạch lại rồi dùng lần 2 thì chất gôm ra rất ít , hầu như không có . Sau khi sử dụng rồi rửa mặt sạch lại vs srm thì cảm thấy da siêu sạch nhưng không phải sạch kin kít mà cảm giác nhẹ tênh , có độ đàn hồi , ẩm mịn và đặc biệt là sau đó bạn đắp mask thì như tất cả các tinh chất đc da hấp thụ sạch .",ưng đi gôm giả thử liên_tục tẩy chết chất_gôm rửa mặt sạch chất_gôm hầu_như rửa mặt sạch siêu_sạch sạch kít cảm_giác nhẹ_tênh độ đàn_hồi ẩm_mịn đắp mặt_nạ chất hấp_thụ sạch,2018-07-26,8:20,5,222600006,positive,6,0,positive,172,Thursday,3,3
18238,2812,Mình sử dụng rất hài lòng sản phẩm này. Sp tốt,hài_lòng_sản tốt,2020-06-21,19:15,5,100180113,positive,2,0,positive,16,Sunday,2,3
18239,3159,"mình từng sd hết 1 chai tầm 2-3 năm trươc thì trộm vía rất hợp giúp mình hết mụn ẩn, sợi bã nhờn (da mình hhtd) nay mua lại thấy chai nhỏ hơn mình nhớ dù cũng cùng dung tích :)))",tầm trộm_vía hợp giúp mụn ẩn_sợi bã không_tấc_dụng htd,2024-08-16,17:39,5,345800001,positive,0,0,positive,54,Friday,2,2
18240,2201,"Mình xài ok lắm. Có 1 thắc mắc lúc trc mình mua nắp vừa như in, lần này nắp đậy lại bị hở ra , mình xem lại nắp nhỏ hơn chai đợt trước mình mua",ổn thắc_mắc nắp nắp đậy hở nắp đợt,2022-01-28,8:09,5,249500021,positive,1,0,positive,34,Friday,3,2
18241,2436,không ý_kiến,không,2020-11-11,9:48,5,308500018,positive,0,0,positive,5,Wednesday,3,2
18242,702,"Mình rất thích HASAKI , và sản phẩm tẩy trang này",thích sản_phẩm_tẩy,2023-04-28,19:01,5,200400004,positive,2,0,positive,18,Friday,2,2
18243,240,đóng goi hàg kĩ . hàg chất lượng nha,đóng hàg kĩ_hàg,2021-10-19,10:19,5,205100146,positive,1,0,positive,15,Tuesday,2,3
18244,1149,sao không thấy hàng tặng shop,không_thấy hàng tặng,2023-01-11,15:22,5,200900037,positive,0,0,positive,20,Wednesday,2,2
18246,2419,Vừa dùng thử lần đầu Thấy rất êm với giá tiền Mùi dễ chịu lắm,thử đầu êm giá tiền mùi dễ_chịu,2021-11-03,22:17,5,422205164,positive,1,0,positive,31,Wednesday,2,2
18247,1033,"Sử dụng dễ dàng , rất thoải mái , thư giãn tột độ",dễ_dàng thoải_mái thư_giãn,2023-04-27,13:48,5,308500015,positive,2,0,positive,26,Thursday,2,3
18248,1407,"Ôi hãng đổi mẫu mới từ thành phần AHA sang BHA, bạn nào da nhạy cảm nhiều mụn ẩn nên cân nhắc mua. Thiệt tình, mua về thấy khác, check ra mới biết là bản mới",hãng đổi mẫu thành_phần nhạy_cảm mụn_ẩn cân_nhắc thiệt_tình,2024-04-29,22:28,3,293500006,neutral,0,1,neutral,59,Monday,2,1
18249,624,Thấm nhanh,thấm,2021-11-17,1:05,5,253900006,positive,0,0,positive,4,Wednesday,3,2
18250,399,"Sử dụng dễ dàng, rất thoải mái,thư giãn tột độ.",dễ_dàng thoải_mái thư_giãn,2023-05-04,10:30,5,422205163,positive,2,0,positive,26,Thursday,2,3
18251,672,Mình rất thích HASAKI và sản phẩm tẩy trang này,thích sản_phẩm_tẩy,2023-05-04,19:05,5,100230056,positive,2,0,positive,18,Thursday,2,3
18252,2362,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ",dễ_dàng thoải_mái thư_giãn,2023-04-30,14:35,5,422205160,positive,2,0,positive,26,Sunday,2,3
18253,2092,"Êi đọc review thấy mn kêu có mùi, mà s mình xài thấy có mùi đâu ta, sp xài k bị khô da, sạch lắm nha",êi đọc review kêu mùi mùi sản_phẩm_sử_dụng không_bị khô sạch,2023-08-30,22:35,5,422211501,positive,1,0,positive,60,Wednesday,2,2
18254,2405,SẢN PHẨM OK NHA AD,ổn,2023-04-26,18:41,5,308500009,positive,1,0,positive,2,Wednesday,2,2
18255,402,"Sữa rửa mặt tốt,sạch mụn,mịn da,đáng mua nha",sữa rửa mặt tốt sạch mụn mịn,2023-04-15,23:04,5,422208973,positive,3,0,positive,28,Saturday,2,1
18256,1631,"Mình sử dụng vài ngày thì thấy sáng dậy môi mềm nhưng mà vscn xong là khô căng môi luôn, n mốc trắng môi mình luôn cảm giác y như hút ẩm ngược lại hay sao í, chắc fai quay lại son mediheal",dậy môi mềm nhưng_mà_vscn khô căng môi mốc trắng môi cảm_giác hút ẩm_ngược_lại mediheal,2024-09-20,9:00,3,422218746,neutral,0,0,neutral,87,Friday,3,2
18257,662,"đỉnh vl, tiền nào của đó mấy ní ơi",đỉnh tiền ní,2023-06-11,12:20,5,100230056,positive,0,0,positive,12,Sunday,2,3
18258,107,Thương hiệu xứng đáng điểm 10,thương_hiệu,2023-12-05,11:04,5,205100136,positive,0,0,positive,11,Tuesday,2,3
18259,2378,"Sử dụng mát, dễ chịu và hiệu quả sau 1 tuần sử dụng❤️❤️❤️",mát_dễ_chịu hiệu_quả tuần sử,2023-04-29,16:07,5,308500004,positive,2,0,positive,28,Saturday,2,1
18260,2184,"Bạn nào da siêu dầu thì vẫn nên dùng chai màu xanh, tuy nhiên sẽ hơi nâng tông. Chai tím này có kiềm dầu nhưng ít hơn, hiệu chỉnh đều màu da, không nâng tông gì đối với da mình.",siêu_dầu màu_nhiên hơi nâng tông tím kiềm dầu hiệu_chỉnh màu không_nâng_tông,2024-06-09,15:28,5,422207414,positive,2,1,positive,76,Sunday,2,3
18261,257,không ý_kiến,không,2019-03-06,12:15,5,422205163,positive,0,0,positive,5,Wednesday,2,2
18262,152,Chưa sử dụng nhưng nghe chị hà linh rivew khen ngợi nên khá yên tâm . Sản phẩm dành cho da nhạy cảm và cấp ấm thì cũng yên tâm mà sử dụng,không_sử_dụng hà rivew_ngợi yên_tâm_sản_phẩm nhạy_cảm ấm yên_tâm,2023-03-02,21:47,5,422211446,positive,0,0,positive,64,Thursday,2,3
18263,3561,"hút nhân mụn tốt nhất là sau khi mụn bể ra,che chắn mụn đang sưng khỏi bụi bẩn, đơn hàng nào của mình cũng phải có hộp này:))",hút nhân mụn tốt mụn bể chắn mụn sưng bụi bẩn đơn hàng hộp,2019-06-29,19:01,5,100250032,positive,1,1,positive,58,Saturday,2,1
18264,2358,Sử dụng dễ dàng. Rất thoải mái. Thư giãn tột độ,dễ_dàng thoải_mái thư_giãn,2023-04-30,17:55,5,422205160,positive,2,0,positive,26,Sunday,2,3
18265,704,Sử dụng dễ dàng. Rất thoải mái. Thư giãn tột độ,dễ_dàng thoải_mái thư_giãn,2023-04-28,11:39,5,308500018,positive,2,0,positive,26,Friday,2,2
18266,1465,"Thấy review tốt lắm nên mua, mình thì da dầu mụn mà mà sử dụng chỉ thấy bớt dầu còn mụn thì chẳng những không huyên giảm mà còn nổi mụn ồ ạt. Vẫn còn ám ảnh tới giờ :((",review tốt dầu mụn dầu mụn không_huyên_giảm mà_còn nổi mụn ồ_ạt ám_ảnh,2022-03-17,7:17,2,204900128,negative,1,1,negative,70,Thursday,3,3
18267,231,"Sp tốt, thẩm thấu nhanh",tốt,2022-03-26,22:31,5,422220469,positive,1,0,positive,3,Saturday,2,1
18268,686,"mùi hương dễ chịu, làm mát nhanh ,gia thành ổn",mùi hương_dễ_chịu mát thành ổn,2023-04-30,11:19,5,204100054,positive,2,0,positive,30,Sunday,2,3
18269,3582,"Mặt nạ mỏng, nhẹ, khá mát da, đắp xong da có độ ẩm nhẹ. Tuy nhiên mùi mặt nạ khá nồng, hơi hắc, không tự nhiên lắm. Với giá thành này thì rẻ.",mặt_nạ mỏng nhẹ mát_đắp độ_ẩm nhẹ_nhiên mùi mặt_nạ nồng_hơi hắc không_tự_nhiên giá_thành rẻ,2024-07-31,13:31,3,422205804,neutral,0,1,neutral,91,Wednesday,2,2
18270,2214,Sữa chống nắng dành cho da mặt dầu xài rất OK,sữa chống nắng mặt dầu_sử_dụng ổn,2021-01-15,14:53,5,422203146,positive,1,0,positive,33,Friday,2,2
18271,1508,"mới dùng đc 4 hôm mình cảm thấy da căng mềm hẳn, khi mua 188k nay thấy sale 171k hihi",hôm căng mềm hẳn,2024-04-09,15:18,5,422206035,positive,0,0,positive,16,Tuesday,2,3
18272,3595,Giao hàng nhanh nhưng chất lượng sản phẩm không đặc biệt hơn các loại khác.,hàng chất_lượng không_đặc_biệt,2022-12-16,9:35,3,371600006,neutral,1,0,neutral,30,Friday,3,2
18273,3834,mình lâu lâu có vài vết mụn viêm đang suy nghỉ tính đi nặng mụn mua em này về xài thử qua một đêm mụn giảm 50% mà đỡ tốn kém hợp vệ sinh,vết mụn viêm nghỉ_tính đi mụn thử đêm mụn tốn_kém,2024-09-03,17:24,3,226200018,neutral,0,2,neutral,49,Tuesday,2,3
18274,1294,Da mình là da cực kỳ nhạy cảm nhưng mà sử dụng loại này da vẫn ổn không kích ứng luôn á,cực_kỳ nhạy_cảm ổn không_kích_ứng,2022-03-29,16:52,5,422204388,positive,2,1,positive,33,Tuesday,2,3
18275,141,Mình thấy simple làm sạch tốt hơn loại xám,sạch tốt xám,2023-05-02,0:59,4,422211447,positive,2,0,positive,12,Tuesday,3,3
18276,2447,"Hôm trước mình có mua 4 miếng để sd, thấy mụn cũng bớt sưng đi nhiều. Nhưng mà thật sự là cái chỗ mũi làm hơi ngắn thật",hôm miếng mụn sưng đi chỗ mũi hơi ngắn,2020-07-18,11:54,3,422205163,neutral,0,1,neutral,38,Saturday,2,1
18277,1056,"Ai kêu cay mắt chứ t có lần cho nước tẩy trang lỡ đụng đẫm mắt, k có cay nha. Tẩy sạch, mà trộm vía dùng xong hết mụn ẩn lun. T makeup hằng ngày luôn nha mà xài oke nên nó giờ là chân ái. Trước t xài loreal mà giờ loreal đắt quá nên em này là ok nhất r",kêu mắt tẩy lỡ đụng_đẫm mắt tẩy sạch trộm_vía mụn ẩn_makeup hằng sử_dụng_ổn chân_ái loreal loreal đắt ổn,2024-07-23,10:40,5,422220606,positive,4,1,positive,104,Tuesday,2,3
18278,1391,"Chất gel thấm nhanh mà còn thơm nữa, mình xài thấy da mướt mịn hơn hẳn, và kiềm dầu cũng khá ok",chất thấm mà_còn thơm mướt mịn hẳn kiềm dầu ổn,2021-12-11,15:24,5,422200306,positive,3,0,positive,46,Saturday,2,1
18279,4066,ok lắm m.n rửa xong da rất mềm và mịn nha k bị khô căn sạch được dầu thừa giảm mụn đầu đen nữa nha.,ổn rửa mềm mịn không_bị khô sạch dầu_thừa mụn đầu đen,2023-10-07,16:41,5,422209042,positive,4,0,positive,53,Saturday,2,1
18280,3066,Sản phẩm rất tốt. Giá cả hợp lý. Kem thấm nhanh.,tốt giá_cả hợp_lý thấm,2020-10-22,21:22,5,224100019,positive,2,0,positive,22,Thursday,2,3
18281,3399,"dúng tốt, mới đầu có châm chích nhẹ nhma sẽ hết, đắp xong rửa mặt mịn, tuyệt vời",dúng tốt mới_đầu châm_chích nhẹ nhma đắp rửa mặt mịn,2024-07-30,21:22,5,422204659,positive,3,1,positive,52,Tuesday,2,3
18282,121,"Da mình dễ mụn, khi dùng srm này êm da, làm dịu vết mụn. Mình thấy okiee.",mụn êm dịu vết mụn,2023-11-19,11:32,5,422204795,positive,0,0,positive,18,Sunday,2,3
18283,1596,"Tuyệt vời. Mỗi lần thức khuya da xấu hoắc, xài niacinamide với hyluaric acid qua 1 đêm da ẩm đẹp lại liềnn",tuyệt_vời thức xấu hoắc niacinamide hyluaric acid đêm ẩm_đẹp liền,2022-12-29,14:06,5,422204231,positive,1,1,positive,65,Thursday,2,3
18284,3715,"auto da khô, cần căng bóng là dùng em này chân ái luôn",auto khô căng bóng chân_ái,2021-01-22,9:46,5,422218905,positive,2,0,positive,26,Friday,3,2
18285,3047,Sài êm,êm,2024-05-06,16:52,5,422203645,positive,0,0,positive,2,Monday,2,1
18286,1377,"lần đầu tiên xài cái mặt nạ nó độc lạ vậy luôn chèn. Trong miếng mặt nạ chia làm 3 step, đắp xong da rất mềm mịn nha mấy bà, rất đáng thử.",mặt_nạ độc_lạ chèn_miếng mặt_nạ đắp mềm mịn thử,2024-03-17,20:33,5,422216266,positive,1,0,positive,47,Sunday,2,3
18287,1329,E đang xài sản phẩm Ok nhé,ổn,2021-07-26,6:53,5,422211878,positive,1,0,positive,2,Monday,3,1
18288,1417,"Gel này rửa rất thoải mái, không bị khô da, mình sử dụng kết hợp với tẩy trang Loreal rất sạch da, cảm giác rất thoải mái, mùi hương đôi lúc thấy không hợp mũi nhưng thôi công dụng tốt vẫn vote 5 sao, recommend cho mng da dầu hhtd",rửa thoải_mái không_bị khô sử_dụng_kết_hợp tẩy loreal sạch_cảm_giác thoải_mái mùi hương đôi_lúc không_hợp_mũi công_dụng tốt dầu,2022-07-15,18:15,5,422217029,positive,2,2,positive,127,Friday,2,2
18289,1078,"Mình mua hàng trên hasaki nhiều nhưng chưa bao giờ viết bình luận , lần này viết là vì sp này sài rất ok , mình mua cho mẹ sài không ôm nhiều hi vọng tại vì giá tầm trung mà thâm nám lâu năm rất khó trị , nhưng trộm vía mẹ mình phản hồi rất ok mấy cô hàng xóm khen nám mờ đi da trắng sáng hơn và nhờ mình mua hộ thêm cho họ , mình có mua cho mẹ chống nắng , tẩy trang , và đắp mặt nạ . Rất khuyến khích mọi người sài thử >",hàng không_giờ viết bình_luận viết ổn mẹ không_ôm vọng giá tầm thâm_nám khó_trị trộm_vía mẹ phản_hồi ổn hàng_xóm nám mờ đi trắng hộ mẹ chống nắng_tẩy đắp mặt_nạ khuyến_khích thử,2023-06-29,11:21,5,422206645,positive,2,0,positive,177,Thursday,2,3
18290,2217,không ý_kiến,không,2020-11-21,17:52,5,249500028,positive,0,0,positive,5,Saturday,2,1
18291,2788,"mình dùng đến chai thứ 3 r thây làm xẹp gom cồi hiệu quả ý, mụn đầu trắng xẹp nhanh còn sưng viêm có đầu thì hơi lâu hơn, 3-4 ngày mới thấy gom lại ý, nchung ưng nha",thây xẹp cồi hiệu_quả_ý mụn đầu trắng_xẹp sưng viêm đầu hơi,2022-02-12,11:17,3,422203449,neutral,1,2,neutral,59,Saturday,2,1
18292,4268,Lúc trước da mh lỗ chân lông khá to xài em này lcl nhỏ hẳn da tưoi tắn mát hơn nhiều,lỗ_chân_lông lcl hẳn tưoi tắn mát,2024-05-17,13:38,5,204100078,positive,0,0,positive,33,Friday,2,2
18293,1272,SP dùng cho bé 10 tuổi được k shop,bé,2023-12-11,9:05,5,204900009,positive,0,0,positive,2,Monday,3,1
18294,2550,"Lọ order thứ 2 của shop. Là Shop Mall nên mình yên tâm dùng Eucerin pro acne 5in1 này dùng rất thích, đặc biệt là khoản giảm mụn, kiềm dầu hai bên má mùa hè Mình kết hợp thêm với A.I Clearing Treatment giúp cồi mụn mau khô. Da hết mụn vẫn dùng để giảm thâm, lỗ chân lông. Ngăn mụn quay lại.",lọ shop shop yên_tâm eucerin thích khoản mụn kiềm dầu má mùa hè kết_hợp clearing treatment giúp cồi mụn khô mụn thâm_lỗ_chân_lông ngăn mụn,2020-11-11,23:14,5,204100018,positive,4,0,positive,138,Wednesday,2,2
18295,1263,Nakuro thât sư chưa bao h làm mình thất vọng. Tràm trà tri mụn cưc hiệu quả luôn. Mình vừa nặn mụn là đắp ngay sáng hôm sau mụn ko sưng cũng ko để lai thâm. Biết nakuro sớm mặt mình đã ko có vài nốt thâm. Tiếc ghê !!!,nakuro thât_sư không_giờ thất_vọng tràm trà mụn cưc hiệu_quả nặn mụn đắp hôm không_sưng thâm nakuro mặt nốt thâm_tiếc,2021-03-30,14:10,3,422205164,neutral,1,3,neutral,117,Tuesday,2,3
18296,1344,"Không hề giống như quảng cáo, hoàn toàn thất vọng.",không_hề quảng_cáo,2021-06-06,14:35,1,204100018,negative,0,1,negative,18,Sunday,2,3
18297,4400,"Không thực sự hài lòng, sản phẩm không giống như quảng cáo.",không_thực_sự hài_lòng không_giống,2021-09-24,20:16,2,248700042,negative,1,1,negative,34,Friday,2,2
18298,606,"kcn chân ái của mình nha, nâng tone hơi quá nhưng từ từ nó thấm vào thì cũng đỡ, kiềm dầu oke lắm á mọi người.",kcn chân_ái nâng tông hơi thấm đỡ kiềm dầu_ổn,2022-10-29,6:53,5,253900006,positive,3,0,positive,45,Saturday,3,1
18299,1278,"tẩy trang rất sạch, sắp mua chai tiếp theo",tẩy sạch tiếp,2022-03-29,15:01,5,422216603,positive,1,0,positive,13,Tuesday,2,3
18300,2336,"Thấy rẻ mua thích, dùng xong da cũng trắng mà cồn cay mắt quá chịu ko nổi. Bỏ luôn từ đấy :))",rẻ_thích trắng cồn mắt không_nổi,2021-06-30,17:51,4,365000013,positive,1,0,positive,32,Wednesday,2,2
18301,1494,"Sử dụng rất tốt, khuyên dành cho các bạn da dầu mụn, và nên sử dụng nguyên combo ( rửa mặt, toner, kem mụn duo+) để có kết quả tốt nhất.sửa",tốt_khuyên dầu mụn nguyên_rửa mặt toner mụn kết_quả tốt sửa,2020-06-14,14:52,5,422210980,positive,3,0,positive,59,Sunday,2,3
18302,184,"rất rất ưng em này luôn,da dầu rất nhiều,bôi lên đến 5 tiếng mới ra tí dầu thôi",ưng dầu bôi tiếng tí dầu,2022-09-04,20:00,3,422215804,neutral,0,1,neutral,24,Sunday,2,3
18303,692,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ",dễ_dàng thoải_mái thư_giãn,2023-04-30,16:22,5,422205160,positive,2,0,positive,26,Sunday,2,3
18304,2035,"đi mua đồ nv tư vấn nhiệt tình ghê, chốt đơn chai này về dùng thử xem sao, đầu tiên là thấy bôi lên da mau thấm, ko gây khô hay bết dính, nâng tông thì cũng ổn đó. Có vẻ không kích ứng da vì xài mấy lần chưa thấy sao",đi đồ tư_vấn nhiệt_tình ghê_chốt đơn thử bôi thấm không_gây khô_bết dính nâng_tông ổn không_kích_ứng,2022-10-25,10:39,5,422203145,positive,3,3,positive,100,Tuesday,2,3
18305,2329,"Sản phẩm sử dụng dễ dàng, tạo cảm giác rất thải mái , làm mình thư giãn , rất dễ chịu",dễ_dàng cảm_giác thải mái thư_giãn dễ_chịu,2023-05-03,17:12,5,308500013,positive,3,0,positive,42,Wednesday,2,2
18306,23,"sp tốt.hợp với da dầu,hợp với mùa hè.còn da khô hoặc mùa đông thì sợ vẫn k đủ độ ẩm.này chỉ cấp ẩm thôi,k trắng sáng hay gì đâu ạ.đặc biệt là rất nhanh khô và k hề có lớp màn nhớt nhớt nha",tốt_hợp dầu_hợp mùa hè khô mùa đông sợ không_đủ độ_ẩm ẩm trắng ạ_đặc_biệt khô không_hề lớp màn nhớt,2023-09-04,10:14,5,208000001,positive,1,1,positive,99,Monday,2,1
18307,2675,"Tiền nào của đó, miếng bông dễ rách",tiền rách,2021-08-10,16:19,4,243300007,positive,0,0,positive,9,Tuesday,2,3
18308,1670,"Chất kem đặc nhưng mau thấm, không nhờn bóng. Da mình dầu mụn, dùng rất thích.",chất đặc thấm không_không tấc_dụng bóng dầu mụn thích,2021-12-09,11:18,5,318900005,positive,2,0,positive,53,Thursday,2,3
18309,3660,sản phẩm sẽ phù hợp vs boby nhiều hơn là da mặt do hạt khá thô nên cân nhắc đối với ai thuộc da nhạy cảm,boby mặt hạt thô cân_nhắc nhạy_cảm,2022-11-21,8:44,3,207300009,neutral,2,1,neutral,34,Monday,3,1
18310,3681,"Chất lượng bình thường, đủ dùng nhưng chưa có gì để gây ấn tượng mạnh.",chất_lượng bình_thường ấn_tượng,2022-05-19,21:23,3,249500013,neutral,3,0,neutral,31,Thursday,2,3
18311,3601,"Khá ưng, làm mềm môi, dưỡng ổn",ưng mềm_môi_dưỡng ổn,2023-02-24,16:28,5,225200015,positive,1,0,positive,20,Friday,2,2
18312,1315,"Sài ok lắm, mình bị mụn, mà kiên trì sử dụng, mụn giảm hẳn luôn đó.",ổn mụn kiên_trì mụn hẳn,2022-02-09,0:53,5,253900004,positive,2,0,positive,23,Wednesday,3,2
18313,3165,"chai này dùng để cấp ẩm thì khá ổn, chứ hỗ trợ trị mụn gì đó thì hiệu quả rất mờ nhạt và có thể nói là hoàn toàn không có hiệu quả :))))), với giá hơn 260k thì mình thấy vẫn còn nhiều so toner khác hợp lí hơn nha",ẩm ổn hỗ_trợ_trị mụn hiệu_quả mờ_nhạt hiệu_quả giá toner hợp_lí,2022-05-14,16:31,3,345800001,neutral,3,1,neutral,63,Saturday,2,1
18314,3606,không ý_kiến,không,2021-06-25,22:37,5,422205346,positive,0,0,positive,5,Friday,2,2
18315,1242,"không bị xơ bông, dùng rất là ổn luôn",không_bị xơ_bông ổn,2023-07-10,13:23,5,422222535,positive,1,0,positive,19,Monday,2,1
18316,2077,chân ái cho đi du lịch vừa chống nắng vừa nâng tông da luôn,chân_ái đi lịch chống nắng nâng tông,2019-06-30,14:18,5,422203145,positive,2,0,positive,36,Sunday,2,3
